"gene_symbol","L50","L51","L52","L53","L55","L56","L57","L14","L15","L16","L17","L11","L12","L13","L18","L19","L21","L20","L23","L22","L25","L24","L27","L26","L29","L28","L43","L42","L41","L40","L47","L46","L45","L44","L49","L48","L06","L04","L05","L02","L03","L01","L09","L36","L37","L34","L35","L32","L33","L30","L39","baseMean_E","log2FoldChange_E2","lfcSE_E2","stat_E2","pvalue_E2","padj_E2","DEG_in_E2","expression_with_age_in_E2","baseMean_L1","log2FoldChange_L1","lfcSE_L1","stat_L1","pvalue_L1","padj_L1","DEG_in_L1","expression_with_age_in_L1","baseMean_L2","log2FoldChange_L2","lfcSE_L2","stat_L2","pvalue_L2","padj_L2","DEG_in_L2","expression_with_age_in_L2","gene_name"
"Def",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensin precursor"
"ENSBTSG00005031658",188.832078113174,265.355878636688,283.026093323137,314.144083786293,307.729521290951,268.495350128607,297.339642488121,312.288959896615,317.758053614501,342.926854083795,269.020257193267,278.333834069048,212.31589646648,249.440970898625,296.264947370574,203.769605016474,260.974564147136,273.346657030656,346.718374535144,256.203488662986,414.351461614368,296.829945432516,294.788153010085,316.084219311792,248.816177279908,402.198623273352,267.723282283398,273.375852445764,250.229739812084,266.005839547884,310.470332272447,278.925494842372,157.412902978143,266.759327611597,335.515135940918,281.5086188722,398.998901864623,271.028986631949,311.843092776368,536.186064287507,336.349119396808,320.577485248522,267.084644132734,291.104921687222,240.540923967689,306.008391119937,272.135981499428,280.165878039299,302.684024169561,252.544488418286,233.120935208195,290.699099131946,-0.199604643990104,0.177556027139053,-1.12417836333871,0.260937366438208,0.811282326054906,"NO","NA",290.699099131946,-0.102742504378416,0.147681546850809,-0.69570306222624,0.486614807410099,1,"NO","NA",290.699099131946,-0.00230249992427156,0.225391933504237,-0.0102155382780293,0.991849321491611,1,"NO","NA","uncharacterized ENSBTSG00005031658"
"ENSBTSG00005031659",38.6918583082992,46.6164233237864,27.2298740833835,6.32042321806297,34.2259033123164,90.017725972404,34.2562966035999,20.6338048887959,7.85384870500073,21.439916075945,5.2144223408116,12.0861985835452,13.4068669659717,79.0884469560549,33.6011068390846,16.2129783828344,28.7438793361779,42.3344807197065,37.4960321277625,0,11.2276399802153,5.25097923937098,12.6151963525547,33.0063021866254,6.18746001104207,17.1404102275796,36.9215039991622,0.634131647101614,32.6986678599038,4.49293109337277,10.7603714124534,1.57896824854672,17.5112669540873,7.12929951575229,65.2085846950184,11.2653742868422,8.13595784481414,5.89301757852634,12.1261557789246,22.8233341608855,15.7316865348969,23.9394134106419,13.233002282481,13.1437833358889,13.655405997614,17.9153834762456,4.32372746486312,2.82218324021621,69.8649556433365,19.4752487116553,5.01700175901241,21.9058790524152,-0.0585111128396547,0.71998711970359,-0.0812668883073117,0.935229706167922,0.99319755040287,"NO","NA",21.9058790524152,0.412556024008512,0.615726924165999,0.670030833177091,0.502838135036372,1,"NO","NA",21.9058790524152,-0.648037830454144,0.915952779970046,-0.707501352280777,0.479254972630144,0.891916975684259,"NO","NA","uncharacterized ENSBTSG00005031659"
"ENSBTSG00005031661",0,1.95819998659777,0,1.13231332375525,0.960045212135692,0,1.00908553489952,0,5.69566660531205,0,0,1.91867557233521,9.50342221982529,0,2.26685822281124,6.20371218296367,0,0,0,4.10104272528451,3.06955067260558,1.76911734910041,4.64516928756566,3.70776780994097,0,0,0,0,2.30627931708682,8.32870026613467,5.10643950515337,0.979473508341758,0,6.42684254864909,0,0,2.12995257910826,5.49289899609302,2.0918899750297,5.87394671195712,0,0,1.0472741681252,10.3384798192533,1.03952287850477,1.09056290164277,3.15390413503693,6.88905820298456,1.1075445881892,3.4325357088664,0,2.25050848069196,-1.86487865558627,1.46684804614698,-1.27135094905352,0.203603824448691,NA,"NO","NA",2.25050848069196,0.589298902748664,1.05074807968653,0.560837477737263,0.574908335184538,1,"NO","NA",2.25050848069196,0.649485502512102,1.5922685444354,0.407899474483685,0.683347478592937,0.960061377046261,"NO","NA","uncharacterized ENSBTSG00005031661"
"ENSBTSG00005031662",6.57842802871302,0,3.23540884195255,5.90436767115612,4.25059697113807,13.0083569150227,1.0992263136794,2.61618402464479,0,9.00976348514616,0,5.93316870545265,1.52835273942589,0,6.47304127372755,0,7.84385235461409,0.858556874394613,6.73512640234068,2.76059842164494,0,2.41982317527325,1.07193530563506,12.0217174028902,2.46519867801124,0,5.72835243605768,0.832301140830816,8.53824393242119,10.2085521819573,1.33904216861563,3.09506636833487,5.7634143782794,7.91298217033986,13.624508375144,3.39366871997878,0,2.20880252769817,6.0197478535927,3.60977000121436,0,4.92908877674631,7.55750488387407,7.29913580299496,12.1980626893356,2.20913657511861,1.12829738087566,7.06893503479176,3.58230439448654,9.20621136519952,1.87553128443286,4.41455615739576,-0.467731457642674,0.869243746045365,-0.538090103921511,0.590514844169649,0.930620546570952,"NO","NA",4.41455615739576,1.05385780551657,0.79045685969579,1.33322621290446,0.182457579620172,1,"NO","NA",4.41455615739576,0.0254800189270103,1.09417523653749,0.0232869636198691,0.981421370419726,1,"NO","NA","uncharacterized ENSBTSG00005031662"
"ENSBTSG00005031664",657.239417374494,694.470753735627,562.620722291926,652.330411161264,745.384462634436,485.816588421451,612.377282771487,1107.75371155621,742.308886420179,566.772479558912,342.968217932137,594.474584234406,805.964545366714,511.642935405898,591.247147507342,504.21508456259,567.100217586191,631.034142006295,763.116258840182,521.916595607835,893.660105849304,682.496061665902,510.204818614256,694.651324074153,635.334449858227,686.596568022657,605.388937515321,769.803842206595,597.280459998365,490.059461861434,581.960596544369,507.189559755513,653.840692013064,606.60732283249,680.11309832656,575.541258234884,796.578908572376,534.515615162745,826.976242442822,727.502125386847,923.955179566431,718.043216859121,505.658385109447,665.740473577978,608.200810960154,599.762462316496,532.410538907755,566.686014477693,840.535785562255,919.473991776173,686.550816058903,652.628893511487,-0.266266124778189,0.1665554553856,-1.5986634851542,0.10989539523695,0.638445132647764,"NO","NA",652.628893511487,-0.0279761747698687,0.138396194962822,-0.20214554870807,0.839802940087148,1,"NO","NA",652.628893511487,0.0378998554920448,0.210766753752329,0.179818945907288,0.857294709376656,0.991015583148308,"NO","NA","uncharacterized ENSBTSG00005031664"
"ENSBTSG00005031665",169.414581464001,165.969510401185,203.70045472914,181.618555643147,197.483440440486,254.367226322339,242.67762320672,196.324691781314,156.310780197072,220.521089493705,199.384814322606,167.399467865668,161.878877692624,177.531539520232,173.169731216194,138.293804472781,166.527672623196,213.266333189138,243.759881530536,195.225809092355,197.916206255609,172.137072200644,203.823835620227,214.851194601618,238.133812020582,206.36388088881,208.178237973269,217.17356781392,230.136635832217,191.85342839373,150.963122265657,162.508455007545,155.217207363464,182.518688596031,245.894543571828,202.80268427761,194.514659518876,184.788154740491,213.324987930982,357.9507809901,165.447726029327,200.853075526509,223.091609167782,208.015539786228,201.91562982708,223.126291931246,210.412467648844,191.888145006973,243.528622606734,240.444847914892,225.73512883935,201.771296575542,-0.367490592720411,0.143781250973934,-2.55590064929281,0.0105913354127722,0.312750667216899,"NO","NA",201.771296575542,0.00188835652865012,0.120738106295155,0.0156401039124621,0.987521511294083,1,"NO","NA",201.771296575542,-0.0790934113909244,0.183865442170915,-0.430170076861979,0.667071927179737,0.956721530479644,"NO","NA","uncharacterized ENSBTSG00005031665"
"ENSBTSG00005031666",19.6065693262039,17.9512691340838,34.3563958409625,18.7983932350151,24.1485602277776,40.2676178218164,26.3467103723578,19.1910173778347,28.8687893388048,46.9341866653691,48.9778985291363,39.5502238894555,16.9118214296362,0,18.1006700692437,22.985793856413,57.9669249768864,25.743865891423,31.7746339787434,51.8824783694106,21.942132149847,53.8171077709612,17.2635706012012,19.7304945531162,23.1728496562849,58.0111106089181,20.2673193799367,30.0246965316224,26.186904781395,31.5372466656895,35.7924758850913,37.9696558265934,21.2141978506259,22.4079091686168,35.7736696936397,31.6165256336971,6.82601182555985,38.3653974221799,27.7652846673016,21.4828836433572,17.0001457792267,18.5577387571323,30.1652548850359,28.9733420981465,11.0903029888756,29.9197816088296,34.7445356679986,30.947834953972,23.7610931469981,27.5417183346474,24.1206384457807,28.3990912022128,0.250793655621427,0.409420496830297,0.612557645655391,0.540168870809648,0.923716510699287,"NO","NA",28.3990912022128,-0.118086863744149,0.337253103404695,-0.350143149320252,0.726231269539163,1,"NO","NA",28.3990912022128,-0.783508062486337,0.528329806366014,-1.48299045983323,0.138076945488049,0.645837258004484,"NO","NA","uncharacterized ENSBTSG00005031666"
"ENSBTSG00005031667",2830.94855934868,2632.25106890301,3985.46273235305,3486.30670634479,3471.29781556521,2572.498125367,3620.49097784195,2788.36374817592,3209.85253822515,3130.1234630198,3337.99470116463,3608.68644711236,3484.99515530919,2813.88844781745,3189.24895131161,3028.9643481751,3084.71321149112,3480.1221432792,2250.96459892641,3561.31538038083,3587.48373897306,3118.59170320821,4329.57339649352,2368.4630930947,3558.83939582583,3577.0869014012,3215.26891755224,3845.91451757093,2615.15360764564,3119.02796196656,3591.39631825488,3711.26130353678,2466.09805464181,4411.63608976252,3036.71083058548,3967.17746674198,2311.62066114691,3623.00472696281,2517.10655573936,1575.79383122678,3818.10160493266,2380.99524029922,3096.57204363124,1802.04706615681,3947.69095581536,3699.62939744174,3434.00168279086,3249.94390705165,3210.77666018263,2596.62972671807,3300.25283886802,3189.26155522219,0.153127778249922,0.140584454706222,1.0892226922949,0.276055694360591,0.818515586503819,"NO","NA",3189.26155522219,0.0237874481412762,0.115968950515608,0.205119111930521,0.837479064733521,1,"NO","NA",3189.26155522219,-0.248798721064166,0.177600138207189,-1.40089260951991,0.161246189124888,0.673376365975082,"NO","NA","uncharacterized ENSBTSG00005031667"
"ENSBTSG00005031668",16.487713675084,0,0,2.6175311121829,1.17189373456597,1.97666968744401,0,1.46639838422363,2.54792024652982,6.51401430370388,1.27319589096355,0,18.0026036107006,0,0,0,9.10699704110856,1.92806566094437,13.9392928398798,8.83994420809718,2.06090293397856,1.35499276175387,0,43.4209703245216,0.924909856608903,0,1.26286550366498,0.925715179408452,0.941217880590102,1.25283243306332,0,1.71376653829367,6.96147569349332,0.625779493912244,0.472678214041021,1.25142695278424,0.548738430890289,7.74252055310197,3.91795202690012,0,6.67945870009156,0.550427831040071,2.99418432004689,4.7785909884603,0,0,2.49518565434032,2.24131638366641,7.10984362779376,0.508938156479655,0,3.69821433008537,1.77401313167848,1.18055205398404,1.50269793330304,0.132916955915533,0.679400777102286,"NO","NA",3.69821433008537,0.307593277088818,0.986552349779141,0.311786067062411,0.755203113481472,1,"NO","NA",3.69821433008537,2.45195400689173,1.41927369868696,1.72761181240811,0.0840578436020611,0.561437840977571,"NO","NA","uncharacterized ENSBTSG00005031668"
"ENSBTSG00005031669",34.2160227439775,37.4646565234414,21.8324708403245,5.41895193759866,20.5019760890815,39.0294640380601,28.2691703175184,40.0068407809492,24.2432308856564,55.9719238675145,27.2376587631777,29.9438570443424,61.6115763203195,26.432240838083,18.7841394136904,24.3787713153397,36.918529274591,24.3623665135078,30.8356774192321,55.6628380389854,15.5435498861239,28.0714731938356,17.6741606291788,19.0085170124128,27.8169893220534,30.7402059756377,25.7838619128567,33.5861380703004,31.9334093066066,28.127626869322,30.208485297689,27.4637480311842,48.4192998921245,60.9123113484042,25.0023984965725,31.6118370873742,60.1083049669856,15.1945796894776,47.5114839720901,19.1779817035936,46.8649018315316,51.2716636785911,83.068835543477,41.6206916495893,43.8031544741516,25.3315281664789,23.8287186121358,32.4303276655342,32.9081370031816,21.1337940659847,20.654192341912,33.1359739345447,0.107489030748994,0.379250551109209,0.283424850496898,0.77685118109189,0.968592474887826,"NO","NA",33.1359739345447,0.308937597547125,0.31176724013033,0.990923861718046,0.321722759750231,1,"NO","NA",33.1359739345447,0.0617888067698554,0.471148128240211,0.131145181454171,0.895660460152856,0.995844527856384,"NO","NA","uncharacterized ENSBTSG00005031669"
"ENSBTSG00005031674",1027.91287776126,439.258067825968,405.222979759353,1182.77934592435,605.217584611428,885.716180462279,283.830223041795,741.527774584933,961.580857808577,313.383239404177,422.74852046271,432.829910714273,604.945968511941,130.258755544312,854.032999098191,1350.36836430718,909.63844650984,1460.02001788544,495.314827419849,380.528163377876,2468.25846397721,462.905914028616,1420.98379033982,473.527674548066,1576.29541867145,1009.12575906056,925.742057684272,689.555872218757,606.148565553887,312.610266402573,309.456652981471,679.628476710689,1132.1445737861,482.468770016445,627.369614635012,521.751554805537,1191.39213056457,859.514850181596,1020.73492731591,197.857269017612,1086.09406670599,306.656198313231,239.891115895492,188.816250178282,418.054837536567,616.453468814156,1052.29182274502,767.6387367357,2114.71039344994,626.343835292496,255.796159772573,755.437933195203,-0.278216403124544,0.465806773219008,-0.59727856939885,0.550321410081397,0.924517182685234,"NO","NA",755.437933195203,-0.94837674154522,0.384868196653408,-2.46415980793361,0.0137334864027181,1,"NO","NA",755.437933195203,-0.40825819290301,0.587543707086026,-0.694855868557937,0.487145631765107,0.895091479658768,"NO","NA","uncharacterized ENSBTSG00005031674"
"ENSBTSG00005031675",2.17574143407297,8.88005911267362,2.10239310215735,1.17241203571614,5.23684788030389,1.18349646198761,1.08552342334652,2.64142087208028,2.28559202832255,0,0,0,1.53121906814154,0,1.08291409108911,2.5891874617955,3.40675377937943,5.21358411769583,4.85675038426511,1.85874153613412,2.48547966984481,3.25279582642934,8.63420070589295,5.52745626097299,3.33850717542611,0,9.0274594873718,4.98389038770134,2.5231387353865,7.84360327391397,1.32850564994104,3.06929027841295,1.92696070080775,2.24124712405492,4.2376861741751,7.84057192556067,2.96576717690042,0,10.0594718652232,3.6346293888264,1.21475777195691,0.989667342208408,1.07335650119261,4.109395436918,0,0,5.58200307183996,5.02253734831658,1.1807914519402,5.46483480700509,3.7265934902388,3.14876932975726,0.916668562098154,0.686798248604966,1.33469845614794,0.181975059077507,0.737171138934643,"NO","NA",3.14876932975726,-0.380286937206227,0.609592489650047,-0.623837963332752,0.532734005102495,1,"NO","NA",3.14876932975726,-0.322064050732531,0.907621242947185,-0.354844108415466,0.722706382068683,0.970203639840337,"NO","NA","uncharacterized ENSBTSG00005031675"
"ENSBTSG00005031676",778.828544985689,466.816256992829,354.335780269967,236.525353710325,216.028012870848,900.068255282203,576.711969122805,348.529652479851,516.193325972465,636.189334415084,424.650381301141,371.033134070058,553.814149833505,508.696612009183,454.801883603599,627.229309541621,324.415529254726,535.759844233711,1016.92292839262,310.739342062658,179.545857510055,283.891298217981,216.985927361038,543.832462610354,369.719093903644,437.500874636016,364.51402182938,283.255858653765,633.547968607607,597.251881469109,268.332864683246,352.603842295221,1070.18102381536,534.895074524904,722.825644468381,275.793636475736,395.388974816193,266.866383439514,544.055398735143,673.736479085802,330.93683770786,684.092532795378,415.905517404042,434.564486558571,374.784123744513,282.527993924466,672.735307551589,278.781040907413,436.469878688315,347.486242455685,321.992387498819,465.750794446666,-0.141662390246903,0.35056547063716,-0.404096815323622,0.686141526754811,0.950676642881414,"NO","NA",465.750794446666,0.0238022038227713,0.290122527849717,0.0820419013965738,0.934613393248284,1,"NO","NA",465.750794446666,-0.280045641577272,0.441994814439434,-0.633594857741587,0.52634525759947,0.909787235956662,"NO","NA","uncharacterized ENSBTSG00005031676"
